We must respect the will of the individual.	1.個人の意志は尊重しなければいけない。
In many business districts, there are a lot of vacant lots which have been for sale for years.	33.多くの商業地区では、数年間売りに出されている空き地がたくさんある。
The population density in the metropolis is gradually decreasing.	34.大都市の人口密度が徐々に低下している。
In all likelihood, the birthrate will continue to decline steadily for years to come.	35.ほぼ間違いなくこの先数年、出生率は着実に減少し続けるだろう。
The power plant supplies the remote county with electricity.	36.その発電所は遠く離れた郡に電気を供給している。
You are not allowed to operate this device without permission.	37.許可なくこの装置を操作することはできません。
In fact, the inhabitants have been exposed to radiation.	38.実は、住民たちは放射能にさらされてきた。
One cannot emphasize too much the potential danger of nuclear energy.	39.核エネルギーの潜在的な危険性は、いくら強調してもし過ぎるということはない。
For years the press overlooked the problem. But now, if anything, they are making too much of it.	40.過去数年間その問題を見過ごしてきた報道機関が、今ではどちらかと言えば（むしろ）そのことを重視し過ぎている。
As well as cultivating grain, the farmer runs a grocery store.	41.穀物を栽培するだけでなく、その農場経営者は食料雑貨店も経営している。
The research institute was established in the late 1960s.	42.その研究所は1960年代後半に設立された。
Why dont you concult Starr in person? He's by far the most prominent attorney around here.	43.スターさんに直接(会って)相談したらどうですか？この辺りでは間違いなく(はるかに)いちばん有名な弁護士ですよ。
I'll write it down just in case, because I have a bad memory.	44.念の為にメモしておきます。記憶力が悪いから。
The lawyer recommended that his client take legal action against the insurance company.	45.弁護士は依頼人に、保険会社に対して法的手段を取ることを勧めた。
They are entitled to be compensated for their injuries.	46.彼らには、けがに対する補償を受ける権利がある。
So far, no less than 200 people have died of the flu epidemic.	47.インフルエンザの流行で、現在までに200人もの人が亡くなっている。
The effect of those pills is intense but brief.	48.それらの錠剤の効果は強烈だが持続性はない(短期間だ)。
He has a habit of biting his nails. Its absolutely disgusting.	49.彼は爪を噛む癖がある。あれには本当にぞっとするよ。
My grandma strained her back when she bent down to hug my son.	50.うちの息子を抱こうとしてかがんだときに、おばあちゃんは腰を痛めた。
If you have a stiff neck, try an herbal remedy.	51.肩が凝るなら、薬草治療を試してごらんよ。
Medical breakthroughs have brought about great benefits for humanity as a whole.	52.医学の飛躍的発展は人類全体に多大な恩恵をもたらしてきた。
We cant apply cloning techniques to cattle, let alone human beings. Its forbidden.	53.クローン技術は人間にはもちろん、牛にも応用してはいけない。絶対にしてはならないことだ。
Whales are classfield as mammals.	54.鯨は哺乳動物に分類される。
The theory of evolution is beyond the reach of my imagination.	55.進化論は私の想像力の範囲を越えている。
The biologist is proud of his historic discovery and doesnt mind boasting about it.	56.その生物学者は自分の歴史的発見に誇りを持っており、そのことを臆することなく口に出す。
On ethical grounds, they are opposed to so-called gene therapy.	57.倫理的な理由から、彼らはいわゆる遺伝子治療に反対している。
The initial symptoms of the disease are fever and a sore throat.	58.その病気の初期症状は高熱と喉の痛みです。
The structure of the brain is complex.	59.脳の構造は複雑だ。
Owing to illness, some representatives were absent from the annual conference.	60.病気のために年に一度の会議を欠席した代表者もいた。
Little by little, my son-in-law is recovering from stomach cancer, and now he is in good spirits.	61.私の娘婿は徐々に胃癌から回復しつつあり、今は明るく元気だ。
This is fake, isnt it? Hey, its a genuine antique. No way!	62.「これって偽物だろう？」「何言ってるの。本物の骨董品よ。」「まさか！」
Anything else? Thats it. For here or to go? To go.	63.「他にご注文は？」「それだけです。」「こちらでお召し上がりですか？」「持ち帰ります。」
How much is this rug? 100 including tax. OK, I'll take it.	64.「この敷物はおいくらですか？」「税込みで100ドルです。」「じゃあ、これにします。」
I dont think those pants look good on you. Try these on. They're really in now!	65.そのパンツはあなたには似合わないと思う。こっちをはいてみて。今すごく流行っているのよ。
He got out of the cab in haste, saying, Keep the change.	66.彼は「おつりはいりません」と言って、急いでタクシーを降りた。
Delivery service is available to our customers for a slight extra charge.	67.当店のお客様は、わずかな追加料金で配達サービスをご利用できます。
Its on me. No. You treat me every time we eat out. Well, okey. Lets split the check then.	68.「これは僕のおごり。」「だめよ。外食のときはいつもおごってもらっているし。」「うーん、わかった。じゃあ割り勘にしよう。」
While I was hanging out at the mall, I ran into Ken.	69.ショッピングセンターをぶらぶらしていたら、偶然ケンに会った。
I was short of cash, so I withdrew the 100 that I had deposited in my bank account last week.	70.現金が足りなかったので、先週口座に預けた100ドルを引き出した。
On her way home she was robbed of her purse.	71.彼女は帰宅途中にハンドバッグを奪われた。
Thats odd! Tell me how it happened. I'll explain it to you later.	72.「それは奇妙だわ。どうしてそんなことが起きたのか教えて。」「あとで説明するよ。」
My parents gave me a 6 pm curfew as a punishment because I broke my promise.	73.私が約束を破ったので、罰として両親に門限を6時にされた。
As the proverb goes, The end justifies the means.	74.諺にある通り、「嘘も方便（目的が手段を正当化する）。」
Now that Ive found that theres no one to turn to, I'll have to stand on my own two feet.	75.誰も頼れる人がいないとわかったのだから、自分の力でやっていくしかない。
The chairman cut me off, saying, Time to wind things up. Lets take a vote.	76.議長は私の話を遮って、「話し合いはこれで終わりにして、決を採りましょう。」と言った。
We exchanged frank opinions in the meeting, but consensus is yet to be reached regarding this matter.	77.我々は会議で率直な意見を交換したが、この事柄に関してはまだ全体の意見がまとまらない。
Do you agree or disagree with him? Im on his side.	78.「あなたは彼と同じ意見？それとも違うの？」「彼の方を支持するよ。」
Strictly speaking, his view differs somewhat from mine.	79.厳密に言えば、彼の見解は私のものとはいくらか異なる。
Could you go over it again? I couldnt make out what you were getting at.	80.もう一度詳しく説明していただけませんか？何を言おうとしているのかわかりませんでした。
No one backed me up at first, but eventually I talked everyone into going along with my plan.	81.僕の案を支持してくれる人は最初はだれもいなかったけれど、最終的にはみんなを説得して賛同してもらうことができた。
I admire your perseverance, courage and wisdom. You flatter me!	82.「君の不屈の努力、勇気、そして知恵には感心するよ。「お世辞でもうれしいわ！」
In making a decision, I rely not on logic but on instinct.	83.どうするかを決めるときは、僕は論理ではなく本能に頼る。
He came up with an ingenious, sensible solution and immediately put it into practice.	84.彼は独創的かつ賢明な解決案を考え出し、直ちにそれを実行に移した。
From an objective viewpoint, the former is inferior to the latter.	85.客観的に見れば、前者は後者よりも劣っている。
Your idea sounds marvelous in theory, yet I dont think it will work in practice.	86.あなたの考えは理論上は素晴らしそうだけれども、実際には機能しないと思います。
We expected him to defeat his opponent, but he failed to live up to our expectations.	87.私たちは彼が相手に勝つことを期待したが、彼はその期待に応えられなかった。
Ironically, despite their best endeavors, their mission resulted in complete failure.	88.皮肉にも、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。
Her genius makes up for her lack of firsthand experience.	89.直接得た経験の不足は彼女の天賦の才能で補える。
She possesses a great capacity for overcoming any obstacle.	90.彼女にはどんな障害をも克服できる素晴らしい能力がある。
Without your solid support, the deal would have fallen through. Im grateful to you.	91.あなたのしっかりした支援がなかったら、その取引はうまくいかなかったでしょう。感謝しています。
Bringing flammable items into the cabin is prohibited.	92.機内への可燃物の持ち込みは禁止されています
Our flight to Vienna was delayed on account of a minor accident.	93.ちょっとした事故が原因で、私たちのウィーン行きの便に遅れが出た。
The plane blew up and plunged into the ocean, killing all the people on board.	94.飛行機が爆発して海に墜落し、乗っていた全員が死亡した。
They are working around the clock looking into the cause of the crash.	95.彼らは昼夜休むことなく、その墜落事故の原因を調査している。
Unfortunately, few passengers survived the catastrophe.	96.不幸にも、その大惨事で生き残った乗客はほとんどいなかった。
The aviation expert analyzed the statistics in detail.	97.航空評論家が統計を詳細に分析した。
On behalf of all the staff, Id like to express our sympathy for the victims.	98.全職員を代表いたしまして、犠牲者の方々に対してお悔やみ(同情)を申し上げたい(表現したい)と思います。
In a sense, he is to blame for the disaster.	99.ある意味、その惨事の責任は彼にある。
The vehicles are inspected for defects every three months.	100.車両は欠陥がないか3ヶ月に一度検査される。
I was amazed to see that our utility bills came to so much!	101.うちの光熱費がそんな額になっているのを知ってびっくりした。
Turn the faucet off! mom yelled in a rage.	102.「水道の栓を閉めなさい！」とお母さんがかんかんになって叫んだ。
Tighten the lid so the food doesnt go bad.	103.食べ物が腐らないように蓋をしっかり閉めなさい。
Can I borrow your scissors? Sure, here you are.	104.「ハサミを貸してもらえる？」「もちろん。はいどうぞ。」
You can substitute some trasparent glue for a needle and thread.	105.針と糸の代わりに透明な接着剤を使っても結構です。
I dyed this fabric and it shrank.	106.この織物を染めたら縮んでしまった。
Im getting rid of this leather jacket because its worn out at the elbows.	107.この革のジャケットは処分するよ。両肘の部分がすり切れて穴が開いているから。
Add some flour to the mixture and stir it until it becomes thick.	108.そのまぜ合わせたものに小麦粉を加えて、とろみがつくまでかき混ぜましょう。
What should we do with the leftovers? Keep them in the fridge for now. I'll heat them in the microwave later.	109.「残り物をどうしよう？」「とりあえず冷蔵庫に入れておいて。後で電子レンジで温め直すよ。」
I could have laid out all that money on a new PC, but on second thought I decided to put some aside for a rainy day.	110.新しいパソコンに全額つぎ込むこともできたが、考えなおして(やっぱり）、まさかの時のために多少は取っておくことにした。
A cell phone has become something of a necessity, and I cant do without one.	111.携帯電話はちょっとした必需品になったことだし、それなしではやっていけない。
No sonner had I sat back and relaxed than my wife asked me to do the chores.	112.イスにゆったり座ってくつろいだ途端、妻に雑用を頼まれた。
She laid the baby down and lay down beside him.	113.彼女は赤ちゃんを寝かせて自分も横になった。
Put this stuff away! Its in the way.	114.ここにあるものを片付けなさい。邪魔よ。
When the kids made believe they were dinosaurs, they were scolded by their mother.	115.子供たちが恐竜のまねをして遊んでいたら、お母さんに叱られた。
After he bumped into the shelf, the priceless chine fell and shattered into fragments.	116.彼が棚にぶつかり、とても高価な陶磁器が落ちて粉々になった。
Can you keep an eye on my kids for a while? I need to pick up Ken. No problem.	117.「うちの子たちを少しの間見ててもらえる？ケンを迎えに行かないといけないの。」「いいよ。」
Our neighbor told us off for making a mess in his yard.	118.隣の家の人が庭をめちゃくちゃにされたと、私たちにがみがみ説教した。
Dolly resembles her big sister in every way. You cant tell them apart.	119.ドリーはあらゆる点でお姉さんにそっくりだ。二人を見分けることはできないよ。
As a rule, twins have a lot in common.	120.概して、双子には共通点が多い。
Im tired of doing the dishes, doing the laundly, and so on!	121.皿洗いとか洗濯とか、そういうことにはもううんざり！
My favorite pastime is strolling along the shore. Its pleasant.	122.お気に入りの気晴らしは海岸の散歩です。気持ちいいですよ。
Im exhausted! Lets take a break in the shade. Why not?	123.「私もうくたくた。日陰で休憩しましょう。」「そうだね。」
Bob, this vending machine is out of order. Oh no! Im dying of thirst!	124.「ボブ、この自動販売機、故障しているわ。」「何だって！喉が渇いて死にそうだよ！」
He fainted with hunger and fatigue, but came to after a while.	125.彼は空腹と疲労で気を失ったが、しばらくして意識を取り戻した。
The auditorium was empty except for a single piece of furniture.	126.たったひとつの家具を除けば、講堂は空っぽだった。
Any apartment will do as long as the rent is low. Im not particular about it.	127.家賃が安ければ、どんなマンションでも構いません。こだわりはありませんから。
His sixty- year- old cousin inherited a piece of real estate by a lake.	128.彼の60歳のいとこが湖畔の不動産を相続した。
So much for small talk. Lets get down to business.	129.雑談はここまでにして、本題に取り掛かりましょう。
Lucy resented the aggressive salesman trying to make her sign the contract.	130.ルーシーは、契約書にサインさせようとする強引な販売員に腹を立てた。
There are a number of factors discouraging us from investing in stocks.	131.私たちの株式投資への意欲をなくさせるような要因がかなりある。
Japan imports various raw materials and exports manufactured goods.	132.日本は様々な原料を輸入し、工業製品を輸出している。
In the course of its economic development, Japan has abandoned its traditional values.	133.経済発展の過程で、日本はその伝統的価値観を捨ててきた。
The world is faced with an unprecedented crisis.	134.世界はかつてない危機に直面している。
In short, the purpose of the regulations is to protect domestic industries.	135.要するに、その規制の目的は国内産業の保護だ。
In order to keep up its competitiveness in the world, Japan must undertake sweeping deregulation in earnest.	136.世界での競争力を維持するためには、日本は大幅な規制緩和に真剣に着手しなければならない。
We cannot turn our backs on desperate people who are at risk.	137.危機にさらされ、わらにもすがる思い（必死）でいる人々を、私たちは放っておけない。
The parliament decided to provide developing countries with financial aid.	138.議会は発展途上諸国に財政支援を行うことを決議した。
Some say the British monarchy should be abolished. What do you think?	139.英国の君主制は廃止されるべきだと言う人もいるけど、あなたはどう思う？
They sought shelter from the attack but found no place to hide.	140.彼らは攻撃を逃れる安全な場所を探したが、隠れる場所はどこにもなかった。
Theres little prospect that the two countries will make significant progress in disarmament.	141.軍縮において、両国が大きな進展を遂げる見込みはほとんどない。
The negotiations are under way. Before long, they will enter a crucial phase.	142.交渉は進行中だ。まもなく極めて重大な局面に入るだろう。
The slaves were anxious to alter their destinies.	143.奴隷たちは自分たちの運命を変えたいと切望していた。
The aristocrats abused their privileges to their hearts content.	144.貴族たちは思うがままに特権を乱用した。
The revolution in itself, bore no fruit, after all.	145.結局、革命それ自体は何の成果ももたらさなかった。
Bob cut in our conversation, saying, Im against it! But everybody ignored him.	146.ボブが「それには反対だ！」と言って会話に割り込んできたけれども、みんな無視した。
We skipped his turn on purpose.	147.私たちは彼の順番をわざと飛ばした。
He saw someone being bullied, but he turned a blind eye.	148.誰かがいじめられているのを見たのに、彼は見て見ぬふりをした。
When Nick and I cheated on an exam, I was suspended from school. As for Nick, he got away with it.	149.ニックと僕がテストでカンニングしたとき、僕は停学処分。ニックの方はというと罪をまんまと逃れた。
They are hostile to Richard because they are jealous of his wealth and status.	150.彼らはリチャードの富と地位に対する嫉妬から、彼に敵意を抱いている。
I hate him! He behaves as if he were somebody.	151.彼のことは大嫌い！まるで自分が大物であるかのように振舞うのよ。
In spite of our compliments, he frowned and turned away. He was so rude!	152.僕たちがほめ言葉をかけたのに、彼は顔をしかめてそっぽを向いた。失礼だ！
He claimed that the enormous property was at his disposal.	153.その莫大な財産は自分が自由にできるものだ、と彼は主張した。
The more stubborn you are, the more isolated you become.	154.頑固になればなるほど孤立するよ。
Dont beat around the bush! What am I supposed to do? Just wait and see. Time will tell.	155.「遠まわしな言い方はやめてくれ！僕にどうしてほしいんだ？」「慌てずに待つしかありません。時が経てばわかります。」
Please hand in your assignment via e-mail no later than 5 pm on June 10	156.課題は電子メールで6月10日の午後5時までに提出してください。
Joe is anything but diligent. Thats why he flunked math again.	157.ジョーが勤勉だなんてとんでもない。だからまた数学を落としたんだ。
His thesis doesnt make sense. To begin with, its theme is obscure.	158.彼の論文は意味不明。第一、主題が曖昧だ。
His essay was concise and to the point.	159.彼の小論文は簡潔で要領を得ていた。
How are you going to deal with this complicated problem? Leave it to me! Its a piece of cake.	160.「この複雑な問題をどう対処するつもり？」「任せとけって。朝飯前さ。」
Nick, I want you to look this over before I turn it in. Sorry, but I have my hands full right now.	161.「ニック、これを提出する前にざっと目を通して欲しいの。」「ごめん、今、手が離せないんだ。」
What if I dont meet the deadline? I bet he'll get mad at you!	162.「締切りに間に合わなかったらどうなる？」「きっと彼に怒られるぞ！」
Your summary leaves nothing to be desired apart from the terrible handwriting.	163.字がひどいこと以外は、君の要約は完璧だ。
You ought to think over whether the premise is valid or not.	164.その前提が妥当かどうかよく考えるべきだ。
Above all, scientific terms call for precise definitions.	165.とりわけ、科学用語には厳密な定義が必要とされる。
First of all, learn the formula by heart.	166.何よりもまず、公式を暗記しなさい。
To calculate the volume, multiply the length by the width by the depth.	167.体積を計算する場合は、縦と横と深さを掛けます。
Tiny cracks were found in the bottom of the barrel.	168.樽の底にとても小さなひびがあるのを見つけた。
This chapter will focus on the concepts of geometry.	169.この章では幾何学の概念に焦点をあてます。
Phil is much more interested in academic subjects than in practical skills.	170.フィルは実用的な技能よりも学問的なテーマの方に興味がある。
Something's gone wrong with this microscope. I need to have it repaired. Let me see it. Maybe I can fix it.	171.この顕微鏡、どこかおかしくなっちゃった。修理してもらわないと。」「見せて。僕が直せるかも。」
What is an instrument? For instance, a gauge, such as a thermometer or a barometer.	172.「インストゥルメントってなんですか？」「例えば、温度計や気圧計とかの計器がそうです。」
The minute particles are barely visible to the naked eye.	173.その微粒子は肉眼でもかろうじて見える。
Muscle tissue consists of a vast number of cells.	174.筋肉組織は膨大な数の細胞から成っている。
This substance is mostly composed of hydrogen and oxygen.	175.この物質は主に水素と酸素でできている。
The exact temperature is 22.68 degrees Celsius.	176.正確な気温はセ氏22.68度です。
Naomi likes to show off her perfect figure. I wish I were thin like her. I envy her. You could go on a diet.	177.「ナオミは自分の完璧なスタイルを見せびらかしたがる。私も彼女みたいに痩せていればなあ。彼女が羨ましいわ。」「ダイエットすれば。」
I fell in love with Naomi at first sight. Three months later, I took a chance and proposed to her, but she turned me down.	178.ナオミに一目惚れした。3ヶ月後、思い切って彼女にプロポーズしてみたが振られてしまった。
I met the man by chance. Hes gentle and smart. Whats more, hes single!	179.偶然その人に出会ったの。優しくて頭もいいの。おまけに独身！
His nephew was brought up to be modest and considerate.	180.彼の甥は、謙虚で思いやりのある人になるように育てられた。
I introduced Bob to my folks, and they took to him ato once.	181.私の両親にボブを紹介したら、二人ともすぐに彼のことが好きになった。
People should be judged not so much by how they look as by who they are.	182.人は外見でなく、むしろ中身で判断されるべきだ。
Its not your title that counts. Thats for sure! exclaimed Bob.	183.大切なのは肩書きなんかじゃない。絶対そうだ！」と、ボブは語気を強めて言った。
As a self-made man put it, A man of vision will make good in the end.	184.自分の力で成功をつかんだ人が言ったように、「先見の明を持つ人は最後には成功する。」
Keep in mind that youth is not eternal.	185.若さが永遠のものではないことを忘れてはいけない。
I cant figure out why on earth everybody feels so much contempt for Bob!	186.いったいなぜみんながそれ程までにボブを軽蔑するのか、僕にはわからない。
I cant help laughing at him because he keeps on making stupid mistakes. He'd be the last person to learn his lesson.	187.彼のことを笑わずにはいられない。ばかな間違いを繰り返すからね。きっと彼は懲りないんだろうな。
To make matters worse, he isnt even conscious of annoying us.	188.さらに悪いことに、彼は私たちを不快な気分にさせていることさえ自覚していない。
Since I was in a hurry, I put my gloves on inside out by mistake.	189.慌てていたから、手袋を間違えて裏返しにはめてしまった。
Dave is fat and clumsy. When he leaped over the shallow stream, he stumbled and twisted his ankle.	190.デイブはデブでドジ。浅い小川を飛び越えたときに、つまずいて足首を捻挫したんだ。
Im scared of heights. You're a coward!	191.「僕、高所恐怖症なんだ。」「弱虫ッ！」（貧弱ッ！貧弱ゥッ！）
The passive man seldom, if ever, expresses himself in public.	192.消極的なその男性が、人前で自己表現をすることはまずない。
Nick convinced me that all superstitions are irrational.	193.迷信はすべて根拠のないものだということが、ニックに言われて納得できた。
I tremble with fear at the thought of an injection.	194.注射のことを考えると、怖くて震えてしまう。
Since Bob is lazy at heart, he frequently neglects his duties.	195.ボブは本当は怠け者だから、与えられた仕事をしばしば怠る。
While Bob was at work, Jennifer was at home absorbed in silly soap operas.	196.ボブが働いている間、ジェニファーは家でくだらないメロドラマに夢中になっていた。
Bob likes cartoons, but I dont think much of them. As a matter of fact, theyre boring.	197.ボブは漫画が好きだけど、僕にはそれほどいいものとは思えない。実際、つまらないよ。
It occurred to me that he was holding something back, because he wouldnt look me in the eye.	198.彼が私の目を見ようとしなかったので、何かを隠していると思った。
When her patience gave out, she grabbed his collar and swore at him.	199.彼女は我慢しきれなくなり、襟首を掴んで彼をののしった。
I must admit we quarrel every now and then, but generally we're on good terms with each other.	200.私たちは時々口げんかもすると認めますが、普段は仲良くやっています。
Do you mind if I stop by your house? No, not at all. Be my guest!	201.「君の家に寄ってもいいかい？」「もちろんいいわよ。遠慮しないで！」
Hold on. I'll be right back. Dont hang up!	202.ちょっと待ってて。すぐ戻るから。切らないでよ！
I cant put you up. For one thing, my dad drops in on me from time to time.	203.うちには泊められないわ。一つには、時々お父さんがふらっとやってくるから。
While Jennifer was standing still, Bob was pacing back and forth along the sidewalk.	204.ジェニファーがじっと立っている間、ボブは歩道を行ったり来たりしていた。
Lets make up, Lisa. Stop taking me for granted! We're through for good this time. I mean it!	205.「仲直りしようよ、リサ。」「私がいて当然だなんて思わないで。私たち、今度は永遠に終わりよ。本気なんだから！」
Come on! Dont get so emotional, Lisa. I didnt mean to hurt you. Lets talk it over.	206.おいおい…リサ、そう感情的になるなよ。君を傷つけるつもりじゃなかったんだ。じっくり話し合おう。
You betrayed me! Please forgive me. How can I make it up to you? I'll get even!	207.「私を裏切ったわね！」「許してくれよ。どうしたら埋め合わせができるかなあ？」「仕返ししてやるっ！」
You should confess your sins rather than conceal them.	208.自分の罪は隠しておかずに告白した方がいい。
Keep your word; otherwise youll end up losing face.	209.約束は守りなさい。そうしないと評判を落としますよ。
Bob sticks to his moral principles and believes that honesty pays off in the long run.	210.ボブは自分の道徳的信条を曲げない男だ。正直でいれば最後には報われると信じている。
Cheer up! You couldnt help it! I did my best. I know. Dont dwell on the past. You can start over!	211.「元気を出して。仕方ないわ。」「ベストは尽くしたんだ。」「わかってる、過去のことにくよくよしないで。やり直せるわよ！」
Jane, please do me a favor and give me a ride to Times Square. I wish I could, but Im tied up right now.	212.「ジェーン、タイムズ・スクエアまで乗せて行って欲しいんだけど。」「ちょっと無理かなぁ。今とても忙しいの。」
As usual, Mike turned up on time. Hes very punctual.	213.いつものように、マイクは時間通りに現れた。本当に時間に正確な人だ。
The other day I ran out of gas in the middle of a busy Interstate.	214.この前、混雑した幹線道路の真ん中でガス欠（ガスを使い果たす）してしまった。
A truck driving ahead of me skidded, tuned over, and scattered its load all over the road.	215.私の前を走っていたトラックがスリップして横転し、積荷を路面いっぱいに散乱させた。
He recalled that a collision had been avoided by sheer luck.	216.衝突を避けられたのは運が良かっただけ、と彼は回想した。
In case of an emergency, get in touch with my agent right away.	217.緊急の際には、すぐに私の代理人と連絡を取って下さい。
Jane, where are we heading? I think we're lost. We went in the wrong direction. Damn! Pull over!	218.「ジェーン、俺達はどこに向かってるんだ？」「迷ったみたい。違う方向に来ちゃったわ。」「何だよ。車を止めてくれ！」
My rusty Ford broke down, obstructing the intersection.	219.僕の錆びついたフォードが故障して、交差点をふさいでしまった。
There are so many fine scratches and dents on its surface, its no use polishing it.	220.表面に細かい傷やへこみがたくさんあるから、磨いても無駄だよ。
Hey, we're stuck in a traffic jam! Chill out, Joe. Lets take a shortcut! We'll get there in time.	221.「おい、渋滞にはまっちゃったよ！」「冷静になって、ジョー。近道しましょう。時間までには着けるわ。」
Ive got a flat tire. Can you give me a hand? I'd be glad to.	222.「パンクしちゃったよ。手を貸してくれる？」「喜んで。」
The ambulance went out of control and came close to running over a pedestrian.	223.制御が効かなくなった救急車が、危うく歩行者をひきそうになった。
He contends that primitive life once existed on Mars.	224.火星にはかつて原始的な生物が存在していたと彼は力説している。
The crew is busy preparing for the voyage into outer space.	225.乗組員たちは宇宙への航海の準備に忙しい。
They conducted a series of experiments under zero gravity.	226.彼らは無重力状態で一連の実験を実施した。
Many astronomers assume that the universe will expand infinitely.	227.多くの天文学者は、宇宙は無限に膨張を続けていくものだと考えている。
The astronauts were greeted with spontaneous applause.	228.宇宙飛行士たちは自然と沸き起こった拍手で迎えられた。
A fund was set up with a view to preserving our endangered planet.	229.滅亡の危機に瀕した地球を守るつもりで、ある基金が設立された。
The massive flood paralyzed the local transportation network.	230.大洪水で現地の交通網が麻痺した。
The equator divides the globe into two hemispheres.	231.赤道は地球を二つの半球に分ける。
I think its cruel to trap animals for fur coats.	232.毛皮のコートのために動物を罠で捕らえるのは残酷なことだ。
The organization plays a principal role in wildlife conservation.	233.その団体は野生動物の保護において、最も重要な役割を果たしている。
Many fragile species are on the verge of extinction.	234.多くの弱い生物種が絶滅の寸前である。
The prolonged drought did severe damage to the crops.	235.長引く干ばつが収穫にひどい被害をもたらした。
Tropical rain forests are quickly disappearing on a global scale. In part, its due to asid rain.	236.熱帯雨林の消滅が地球規模で急速に進んでいます。その原因の一つは酸性雨です。
It is said that global warming is directly related to carbon dioxide emissions.	237.地球温暖化は、二酸化炭素の排出と直接の関係があると言われている。
The destruction of the ozone layer affects the environment.	238.オゾン層の破壊は環境に影響を及ぼす。
The committee called on all nations to work side by side to curb air pollution.	239.委員会は、大気汚染を抑制するために互いに協力し合うよう各国に要請した。
A satellite was launched into orbit to monitor melting glaciers.	240.溶け続ける氷河を監視するために、人工衛星が軌道に打ち上げられた。
The ecologist has warned us time and again that petroleum is not only a blessing but also a curse.	241.石油は天の恵みであると同時に災いのもとでもあると、その生態学者は我々に繰り返し警告してきた。
